mode,n,stride,block,bps,warps_per_sm,occ_pct,time_ms,gb_s,check
strided,67108864,1,256,0,48,100.0,1.4367,373.69,ok
strided,67108864,2,256,0,48,100.0,2.0224,265.46,ok
strided,67108864,4,256,0,48,100.0,3.3147,161.97,ok
strided,67108864,8,256,0,48,100.0,6.1440,87.38,ok
strided,67108864,16,256,0,48,100.0,6.1491,87.31,ok
strided,67108864,32,256,0,48,100.0,6.1420,87.41,ok
strided,67108864,64,256,0,48,100.0,8.3712,64.13,ok
strided,67108864,128,256,0,48,100.0,8.3034,64.66,ok
